Acad Group,Class ID,Subject,Subject Code,Course Nbr,Course Title,Day,Time,Course Size,Seats Available,Regist Code
Medicine,12158,Neuroscience,NEUROSCI,704,Readings:Integrative,W,12-1PM,23,14,NEUROSCI-704
Medicine,12156,Neuroscience,NEUROSCI,702,Readings:Sensory,W,12-2PM,19,10,NEUROSCI-702
Medicine,12177,Pathology,PATH,582,Curr Topics Mol Path,M W,245-4PM,17,13,PATH-582
Medicine,12182,Pathology,PATH,858,Neuropathology,T,630-830PM,13,9,PATH-858
Medicine,25179,Pathology,PATH,862,Transl Path,T,8-9AM,12,12,PATH-862
Medicine,12180,Pathology,PATH,850,Res Colloq Exp Path,TH,12-1PM,26,22,PATH-850
Medicine,32384,Pathology,PATH,551,Proteome Inf,W F,10-1130AM,15,11,PATH-551
Medicine,12189,Pharmacology,PHRMACOL,646,Special Topics,F,12-1PM,23,16,PHRMACOL-646
Medicine,26800,Pharmacology,PHRMACOL,640,Intro Transl Sci,M,3-5PM,20,18,PHRMACOL-640
Medicine,26569,Pharmacology,PHRMACOL,603,Practical Statistics,M W,10-11AM,24,17,PHRMACOL-603
Medicine,23736,Pharmacology,PHRMACOL,620,Business of Biology,M W,830-10AM,25,17,PHRMACOL-620
Medicine,19123,Pharmacology,PHRMACOL,501,Chemical Biology I,M W F,8-9AM,21,18,PHRMACOL-501
Medicine,23945,Pharmacology,PHRMACOL,601,Quant Prin Pharm,M W F,9-10AM,14,14,PHRMACOL-601
Medicine,23330,Pharmacology,PHRMACOL,622,Translational Res,T,10-12PM,20,18,PHRMACOL-622
Medicine,23944,Pharmacology,PHRMACOL,627,Top Trans Res&JClub,T,10-12PM,22,18,PHRMACOL-627
Medicine,14370,Pharmacology,PHRMACOL,591,Signal Transduction,T,2-4PM,15,15,PHRMACOL-591
Medicine,23837,Pharmacology,PHRMACOL,625,Transl Sci Journal,T,9-10AM,24,24,PHRMACOL-625
Medicine,24783,Pharmacology,PHRMACOL,614,Sem Autonomic Pharm,T TH,130-330PM,16,10,PHRMACOL-614
Medicine,19500,Pharmacology,PHRMACOL,310,Phrmacol & Therapeut,T TH,2-4PM,20,17,PHRMACOL-310
Medicine,23329,Pharmacology,PHRMACOL,621,Drug Disc & Ther,TH,10-12PM,29,23,PHRMACOL-621
Medicine,23943,Pharmacology,PHRMACOL,626,Drug Dev & Jrnl Club,TH,10-12PM,12,6,PHRMACOL-626
Medicine,23929,Pharmacology,PHRMACOL,502,Intr Sci Comm,TH,1-3PM,19,15,PHRMACOL-502
Medicine,21791,Physical Medicine & Rehabilitation,PMR,580,Disability Studies,M,4-7PM,12,10,PMR-580
Medicine,12193,Physical Medicine & Rehabilitation,PMR,510,Disab&Rehab Methods,M F,9-1030AM,15,9,PMR-510
Medicine,25432,Physiology,PHYSIOL,505,Physiol Lab,F,1230-330PM,23,14,PHYSIOL-505
Medicine,12206,Physiology,PHYSIOL,606,Current Topics,M,4-5PM,13,5,PHYSIOL-606
Medicine,12203,Physiology,PHYSIOL,519,Quantitative Physiol,M W,130-330PM,29,25,PHYSIOL-519
Medicine,27893,Physiology,PHYSIOL,576,Signal Transduction,M W F,10-11AM,13,12,PHYSIOL-576
Medicine,27895,Physiology,PHYSIOL,577,Membrane&Cell Phys,M W F,10-11AM,21,14,PHYSIOL-577
Medicine,12195,Physiology,PHYSIOL,201,Human Physiol,M W F,1230-2PM,23,18,PHYSIOL-201
Medicine,20415,Physiology,PHYSIOL,502,Human Physiology,M W F,830-10AM,25,24,PHYSIOL-502
Medicine,14371,Physiology,PHYSIOL,591,Signal Transduction,T,2-4PM,24,18,PHYSIOL-591
Medicine,21448,Physiology,PHYSIOL,404,Hum Physiol Lab,T,930-1230PM,19,16,PHYSIOL-404
Medicine,28995,Physiology,PHYSIOL,406,Extreme Physiology,T TH,10-1130AM,26,20,PHYSIOL-406
Medicine,28996,Physiology,PHYSIOL,506,Extreme Physiology,T TH,10-1130AM,21,12,PHYSIOL-506
Medicine,21606,Physiology,PHYSIOL,605,MS Seminar Physiol,W,3-4PM,23,20,PHYSIOL-605
"Music, Theatre & Dance",30908,Arts Administration,ARTSADMN,421,DIY Marketing,M,630-830PM,24,15,ARTSADMN-421
"Music, Theatre & Dance",30909,Arts Administration,ARTSADMN,521,DIY Marketing,M,630-830PM,29,25,ARTSADMN-521
"Music, Theatre & Dance",31232,Arts Administration,ARTSADMN,535,Producing Theatre,M W,130-3PM,18,9,ARTSADMN-535
"Music, Theatre & Dance",22077,Arts Administration,ARTSADMN,426,Arts Fundraising,M W,430-530PM,22,15,ARTSADMN-426
"Music, Theatre & Dance",31231,Arts Administration,ARTSADMN,526,Fundraising Arts,M W,430-530PM,17,9,ARTSADMN-526
"Music, Theatre & Dance",25043,Arts Administration,ARTSADMN,406,Special Topics,T,1030-130PM,21,18,ARTSADMN-406
"Music, Theatre & Dance",25044,Arts Administration,ARTSADMN,506,Special Topics,T,1030-130PM,28,21,ARTSADMN-506
"Music, Theatre & Dance",30921,Arts Administration,ARTSADMN,450,Arts Entrep Essntls,T,230-530PM,14,6,ARTSADMN-450
"Music, Theatre & Dance",30922,Arts Administration,ARTSADMN,550,Arts Entrep Essntls,T,230-530PM,19,12,ARTSADMN-550
"Music, Theatre & Dance",30910,Arts Administration,ARTSADMN,422,Writing Abt Your Art,T,630-830PM,16,10,ARTSADMN-422
"Music, Theatre & Dance",30912,Arts Administration,ARTSADMN,522,Writing Abt Your Art,T,630-830PM,24,21,ARTSADMN-522
"Music, Theatre & Dance",28793,Arts Administration,ARTSADMN,432,Recording Industry,TH,630-830PM,20,19,ARTSADMN-432
"Music, Theatre & Dance",28794,Arts Administration,ARTSADMN,532,Recording Industry,TH,630-830PM,18,17,ARTSADMN-532
"Music, Theatre & Dance",28687,Arts Administration,ARTSADMN,423,Grants & Fundraising,W,630-830PM,17,9,ARTSADMN-423
"Music, Theatre & Dance",28688,Arts Administration,ARTSADMN,523,Grants & Fundraising,W,630-830PM,24,24,ARTSADMN-523
"Music, Theatre & Dance",13126,Composition,COMP,450,Undergrad Seminar,F,330-530PM,11,4,COMP-450
"Music, Theatre & Dance",13133,Composition,COMP,550,Seminar in Comp,F,330-530PM,25,20,COMP-550
"Music, Theatre & Dance",13135,Composition,COMP,850,Adv Sem in Comp,F,330-530PM,24,15,COMP-850
"Music, Theatre & Dance",13119,Composition,COMP,421,Creative Comp,T,130-330PM,14,8,COMP-421
"Music, Theatre & Dance",33608,Composition,COMP,416,Sem Electron Mus,T,4-530PM,19,18,COMP-416
"Music, Theatre & Dance",18314,Composition,COMP,526,Adv Stdy Elec Mus,T,4-530PM,15,13,COMP-526
"Music, Theatre & Dance",21175,Composition,COMP,415,Intro Electron Mus,TH,430-6PM,19,18,COMP-415
"Music, Theatre & Dance",21176,Composition,COMP,515,Intro Electron Mus,TH,430-6PM,15,9,COMP-515
"Music, Theatre & Dance",13115,Composition,COMP,221,Intro Elem Comp,W TH F,1-2PM,14,12,COMP-221
"Music, Theatre & Dance",13144,Conducting,CONDUCT,442,Chor Cond Tec&Rp,M W,230-4PM,19,15,CONDUCT-442
"Music, Theatre & Dance",22973,Conducting,CONDUCT,315,Elem Conducting,M W F,830-930AM,15,10,CONDUCT-315
"Music, Theatre & Dance",13147,Conducting,CONDUCT,503,Band&Wind Ens Cond,T,1030-1230PM,29,23,CONDUCT-503
"Music, Theatre & Dance",13154,Conducting,CONDUCT,603,Choral Repertoire,T,1030-1230PM,23,14,CONDUCT-603
"Music, Theatre & Dance",25279,Conducting,CONDUCT,415,Intermed Instrumntl,T,230-430PM,13,9,CONDUCT-415
"Music, Theatre & Dance",13145,Conducting,CONDUCT,501,Sem-Orch Conducting,T TH,1230-230PM,26,22,CONDUCT-501
"Music, Theatre & Dance",13149,Conducting,CONDUCT,505,Sem Choral Conduct,T TH,1230-230PM,10,5,CONDUCT-505
"Music, Theatre & Dance",13152,Conducting,CONDUCT,601,Orch-Opera Repertoi,T TH,1230-230PM,27,24,CONDUCT-601
"Music, Theatre & Dance",20555,Dance,DANCE,491,Senior Seminar,F,10-12PM,11,8,DANCE-491
"Music, Theatre & Dance",20191,Dance,DANCE,127,First-Year Lab,F,12-2PM,15,14,DANCE-127
"Music, Theatre & Dance",20194,Dance,DANCE,227,Sophomore Lab,F,12-2PM,20,20,DANCE-227
"Music, Theatre & Dance",20197,Dance,DANCE,327,Junior Lab,F,12-2PM,23,23,DANCE-327
"Music, Theatre & Dance",20200,Dance,DANCE,427,Senior Lab,F,12-2PM,23,21,DANCE-427
"Music, Theatre & Dance",20182,Dance,DANCE,501,RIA 1,F,2-5PM,20,20,DANCE-501
"Music, Theatre & Dance",20853,Dance,DANCE,631,Grad Studio,F,9-12PM,10,1,DANCE-631
"Music, Theatre & Dance",20540,Dance,DANCE,121,First-Year Repertory,M,4-6PM,23,22,DANCE-121
"Music, Theatre & Dance",20543,Dance,DANCE,221,Sophomore Repertory,M,4-6PM,13,7,DANCE-221
"Music, Theatre & Dance",20546,Dance,DANCE,321,Junior Repertory,M,4-6PM,19,17,DANCE-321
"Music, Theatre & Dance",20549,Dance,DANCE,421,Senior Repertory,M,4-6PM,15,14,DANCE-421
"Music, Theatre & Dance",20183,Dance,DANCE,521,UDC,M,4-6PM,11,7,DANCE-521
"Music, Theatre & Dance",20856,Dance,DANCE,621,UDC,M,4-6PM,22,22,DANCE-621
"Music, Theatre & Dance",20552,Dance,DANCE,335,DRA,M,6-8PM,19,15,DANCE-335
"Music, Theatre & Dance",13160,Dance,DANCE,583,DRA,M,6-8PM,21,13,DANCE-583
"Music, Theatre & Dance",28875,Dance,DANCE,493,Senior Concert,M,9-10AM,27,18,DANCE-493
"Music, Theatre & Dance",18581,Dance,DANCE,241,Art of Dance,M W,10-1130AM,26,19,DANCE-241
"Music, Theatre & Dance",29129,Dance,DANCE,242,Int Music Move,M W,10-12PM,25,17,DANCE-242
"Music, Theatre & Dance",20536,Dance,DANCE,481,Teaching Methods,M W,10-12PM,26,24,DANCE-481
"Music, Theatre & Dance",19536,Dance,DANCE,571,Pedagogy: Technique,M W,10-12PM,16,12,DANCE-571
"Music, Theatre & Dance",20532,Dance,DANCE,103,Modern Dance I,M W,12-130PM,27,25,DANCE-103
"Music, Theatre & Dance",20535,Dance,DANCE,203,Modern Dance II,M W,12-130PM,18,13,DANCE-203
"Music, Theatre & Dance",20620,Dance,DANCE,313,Ballet III,M W,12-130PM,20,20,DANCE-313
"Music, Theatre & Dance",20621,Dance,DANCE,413,Ballet IV,M W,12-130PM,20,13,DANCE-413
"Music, Theatre & Dance",20533,Dance,DANCE,113,Ballet I,M W,2-330PM,19,17,DANCE-113
"Music, Theatre & Dance",20559,Dance,DANCE,213,Ballet II,M W,2-330PM,19,11,DANCE-213
"Music, Theatre & Dance",20023,Dance,DANCE,534,Perf Improv 1,M W,2-330PM,15,14,DANCE-534
"Music, Theatre & Dance",20858,Dance,DANCE,634,Perf Improv 2,M W,2-330PM,22,19,DANCE-634
"Music, Theatre & Dance",20523,Dance,DANCE,100,Intro to Dance,M W,9-10AM,20,13,DANCE-100
"Music, Theatre & Dance",32908,Dance,DANCE,601,RIA 4,T,10-1PM,22,15,DANCE-601
"Music, Theatre & Dance",20534,Dance,DANCE,111,Ballet I,T TH,10-1130AM,20,18,DANCE-111
"Music, Theatre & Dance",20619,Dance,DANCE,211,Ballet II,T TH,10-1130AM,22,19,DANCE-211
"Music, Theatre & Dance",32766,Dance,DANCE,265,Afro-Caribbean,T TH,10-1130AM,27,20,DANCE-265
"Music, Theatre & Dance",20561,Dance,DANCE,101,Modern Dance I,T TH,12-130PM,12,9,DANCE-101
"Music, Theatre & Dance",13159,Dance,DANCE,201,Modern Dance II,T TH,12-130PM,12,5,DANCE-201
"Music, Theatre & Dance",28731,Dance,DANCE,301,Modern Dance III,T TH,12-130PM,25,22,DANCE-301
"Music, Theatre & Dance",28732,Dance,DANCE,401,Modern Dance IV,T TH,12-130PM,27,27,DANCE-401
"Music, Theatre & Dance",32812,Dance,DANCE,496,Special Topics,T TH,12-130PM,26,25,DANCE-496
"Music, Theatre & Dance",28733,Dance,DANCE,513,Modern Dance,T TH,12-130PM,28,19,DANCE-513
"Music, Theatre & Dance",28734,Dance,DANCE,613,Modern Dance,T TH,12-130PM,16,11,DANCE-613
"Music, Theatre & Dance",20560,Dance,DANCE,131,Dance Comp 1,T TH,2-330PM,15,12,DANCE-131
"Music, Theatre & Dance",20554,Dance,DANCE,231,Dance Comp 3,T TH,2-330PM,24,22,DANCE-231
"Music, Theatre & Dance",20553,Dance,DANCE,261,Congolese 1,T TH,4-530PM,13,6,DANCE-261
"Music, Theatre & Dance",21480,Dance,DANCE,524,Solo Performance,T TH,4-6PM,29,20,DANCE-524
"Music, Theatre & Dance",20184,Dance,DANCE,531,Solo Composition,T TH,4-6PM,28,21,DANCE-531
"Music, Theatre & Dance",20537,Dance,DANCE,151,Anat & Kines,T TH,830-10AM,23,23,DANCE-151
"Music, Theatre & Dance",20562,Dance,DANCE,311,Ballet III,T TH,830-10AM,13,13,DANCE-311
"Music, Theatre & Dance",20618,Dance,DANCE,411,Ballet IV,T TH,830-10AM,19,18,DANCE-411
"Music, Theatre & Dance",26449,Dance,DANCE,446,Accomp Mvmt,T TH,830-10AM,12,3,DANCE-446
"Music, Theatre & Dance",20022,Dance,DANCE,511,Ballet,T TH,830-10AM,23,19,DANCE-511
"Music, Theatre & Dance",26551,Dance,DANCE,586,Accomp Mvmt,T TH,830-10AM,15,15,DANCE-586
"Music, Theatre & Dance",20854,Dance,DANCE,611,Ballet,T TH,830-10AM,17,12,DANCE-611
"Music, Theatre & Dance",28735,Dance,DANCE,291,Sophomore Seminar,TH,430-630PM,17,17,DANCE-291
"Music, Theatre & Dance",17190,Jazz & Improvisational Studies,JAZZ,113,Jazz Piano,F,930-1030AM,25,17,JAZZ-113
"Music, Theatre & Dance",22389,Jazz & Improvisational Studies,JAZZ,554,Jazz Special Topics,M,1230-230PM,28,28,JAZZ-554
"Music, Theatre & Dance",16098,Jazz & Improvisational Studies,JAZZ,469,Jazz Arranging I,M W,1-230PM,20,16,JAZZ-469
"Music, Theatre & Dance",13228,Jazz & Improvisational Studies,JAZZ,576,Contemp Imp,T,1130-130PM,29,27,JAZZ-576
"Music, Theatre & Dance",16536,Jazz & Improvisational Studies,JAZZ,450,Contmplatv Prac Sem,T,2-4PM,19,18,JAZZ-450
"Music, Theatre & Dance",23954,Jazz & Improvisational Studies,JAZZ,550,Contemplatv Prac Sem,T,2-4PM,26,26,JAZZ-550
"Music, Theatre & Dance",22108,Jazz & Improvisational Studies,JAZZ,460,Intro to Jazz Improv,T TH,1230-130PM,20,17,JAZZ-460
"Music, Theatre & Dance",13222,Jazz & Improvisational Studies,JAZZ,466,Jazz Improvistn I,T TH,1230-130PM,14,7,JAZZ-466
"Music, Theatre & Dance",13223,Jazz & Improvisational Studies,JAZZ,468,Jazz Composition I,T TH,1230-130PM,20,13,JAZZ-468
"Music, Theatre & Dance",13225,Jazz & Improvisational Studies,JAZZ,471,Jazz Improvistn III,T TH,130-230PM,13,9,JAZZ-471
"Music, Theatre & Dance",30660,Jazz & Improvisational Studies,JAZZ,309,Imagination,T TH,230-4PM,28,27,JAZZ-309
"Music, Theatre & Dance",16379,Jazz & Improvisational Studies,JAZZ,220,Basic Musicianship I,T TH,830-1030AM,27,27,JAZZ-220
"Music, Theatre & Dance",30992,Music Education,MUSED,502,Mus Soc & Educ,M,930-1230PM,21,18,MUSED-502
"Music, Theatre & Dance",13233,Music Education,MUSED,442,Chor Cond Tec&Rp,M W,230-4PM,23,22,MUSED-442
"Music, Theatre & Dance",13231,Music Education,MUSED,207,Tch Percuss Instr,M W F,830-930AM,17,9,MUSED-207
"Music, Theatre & Dance",30994,Music Education,MUSED,810,Sem in Mus Ed Meth,T,230-530PM,26,17,MUSED-810
"Music, Theatre & Dance",26335,Music Education,MUSED,496,Seminar,T,530-7PM,24,20,MUSED-496
"Music, Theatre & Dance",26074,Music Education,MUSED,475,String Pedagogy I,T,830-1130AM,14,9,MUSED-475
"Music, Theatre & Dance",21918,Music Education,MUSED,203,Tch Woodwind Instr,T TH,1030-1230PM,11,3,MUSED-203
"Music, Theatre & Dance",13230,Music Education,MUSED,205,Tch Brass Instr,T TH,1030-1230PM,24,17,MUSED-205
"Music, Theatre & Dance",30989,Music Education,MUSED,342,Teach Gen Mus Sec,T TH,1030-1230PM,16,12,MUSED-342
"Music, Theatre & Dance",25966,Music Education,MUSED,372,Sec Inst Meth,T TH,1230-230PM,28,24,MUSED-372
"Music, Theatre & Dance",13229,Music Education,MUSED,201,Tch Str Instr I,T TH,8-930AM,26,23,MUSED-201
"Music, Theatre & Dance",20029,Music Education,MUSED,111,Art of Mus Teach,TH,1230-230PM,15,15,MUSED-111
"Music, Theatre & Dance",30991,Music Education,MUSED,500,Educ Res in the Arts,TH,230-530PM,13,11,MUSED-500
"Music, Theatre & Dance",17434,Music Education,MUSED,807,Research Sem Mus Ed,W,1230-130PM,15,9,MUSED-807
"Music, Theatre & Dance",13234,Music Education,MUSED,595,Teach Mus Higher Ed,W,230-430PM,25,19,MUSED-595
"Music, Theatre & Dance",21917,Music Education,MUSED,121,Tech for Music Ed,W,5-7PM,22,22,MUSED-121
"Music, Theatre & Dance",26407,Music Performance,MUSPERF,200,Special Course,F,230-330PM,14,9,MUSPERF-200
"Music, Theatre & Dance",13269,Music Performance,MUSPERF,781,Prof&Acad Developmt,F,930-1130AM,26,18,MUSPERF-781
"Music, Theatre & Dance",16565,Music Performance,MUSPERF,882,Contemp Direct Ens,T TH,1030-1230PM,28,22,MUSPERF-882
"Music, Theatre & Dance",26692,Music Performance,MUSPERF,300,Video Game Music,T TH,4-5PM,16,11,MUSPERF-300
"Music, Theatre & Dance",19583,Music Performance,MUSPERF,412,Yoga for Performers,T TH,9-10AM,24,22,MUSPERF-412
"Music, Theatre & Dance",22096,Musical Theatre,MUSTHTRE,453,Dance Styles V,F,1030-1230PM,19,19,MUSTHTRE-453
"Music, Theatre & Dance",19252,Musical Theatre,MUSTHTRE,443,Choreography,F,1-5PM,28,28,MUSTHTRE-443
"Music, Theatre & Dance",25435,Musical Theatre,MUSTHTRE,450,Dance Workshop,F,1-5PM,14,11,MUSTHTRE-450
"Music, Theatre & Dance",13291,Musical Theatre,MUSTHTRE,253,Dance Styles I,M W,11-1230PM,10,9,MUSTHTRE-253
"Music, Theatre & Dance",13289,Musical Theatre,MUSTHTRE,235,Performance I,M W,1230-230PM,28,25,MUSTHTRE-235
"Music, Theatre & Dance",13285,Musical Theatre,MUSTHTRE,123,Ballet Mus Thea I,M W,9-1030AM,12,4,MUSTHTRE-123
"Music, Theatre & Dance",22097,Musical Theatre,MUSTHTRE,423,Ballet MT V,M W,930-11AM,12,10,MUSTHTRE-423
"Music, Theatre & Dance",13287,Musical Theatre,MUSTHTRE,151,Tap Dance I,T TH,11-1230PM,17,12,MUSTHTRE-151
"Music, Theatre & Dance",13293,Musical Theatre,MUSTHTRE,353,Dance Styles III,T TH,11-1230PM,26,26,MUSTHTRE-353
"Music, Theatre & Dance",21421,Musical Theatre,MUSTHTRE,335,Performance III,T TH,1-3PM,15,6,MUSTHTRE-335
"Music, Theatre & Dance",13295,Musical Theatre,MUSTHTRE,435,Performance V,T TH,1-3PM,21,16,MUSTHTRE-435
"Music, Theatre & Dance",18191,Musical Theatre,MUSTHTRE,441,Hist Musical Theatr,T TH,3-430PM,27,18,MUSTHTRE-441
"Music, Theatre & Dance",13286,Musical Theatre,MUSTHTRE,133,Intro Mus Thtre I,T TH,430-545PM,17,8,MUSTHTRE-133
"Music, Theatre & Dance",17451,Musical Theatre,MUSTHTRE,323,Ballet Mus Thea III,T TH,915-1045AM,16,10,MUSTHTRE-323
"Music, Theatre & Dance",29082,Musical Theatre,MUSTHTRE,351,Tap Dance III,T TH,915-1045AM,22,21,MUSTHTRE-351
"Music, Theatre & Dance",29081,Musical Theatre,MUSTHTRE,424,Ballet MT VI,T TH,915-1045AM,21,17,MUSTHTRE-424
"Music, Theatre & Dance",31014,Musicology,MUSICOL,606,Special Course,M,830-1130AM,26,17,MUSICOL-606
"Music, Theatre & Dance",35660,Musicology,MUSICOL,465,Music of Africa,M W,10-1130AM,10,2,MUSICOL-465
"Music, Theatre & Dance",35661,Musicology,MUSICOL,565,Music of Africa,M W,10-1130AM,23,22,MUSICOL-565
"Music, Theatre & Dance",27911,Musicology,MUSICOL,406,Special Course,M W,1130-1PM,24,20,MUSICOL-406
"Music, Theatre & Dance",27912,Musicology,MUSICOL,506,Special Course,M W,1130-1PM,26,22,MUSICOL-506
"Music, Theatre & Dance",30997,Musicology,MUSICOL,424,The Art Song,M W,1-230PM,28,19,MUSICOL-424
"Music, Theatre & Dance",30998,Musicology,MUSICOL,524,The Art Song,M W,1-230PM,13,12,MUSICOL-524
"Music, Theatre & Dance",31157,Musicology,MUSICOL,631,Hist-Appl Perf Prac,M W,230-4PM,22,17,MUSICOL-631
"Music, Theatre & Dance",31015,Musicology,MUSICOL,649,St Asian Mus:Chin,M W,230-4PM,18,11,MUSICOL-649
"Music, Theatre & Dance",31156,Musicology,MUSICOL,408,Special Course,M W,2-330PM,13,6,MUSICOL-408
"Music, Theatre & Dance",13257,Musicology,MUSICOL,509,Teach an Intro Music,M W,2-330PM,11,10,MUSICOL-509
"Music, Theatre & Dance",27907,Musicology,MUSICOL,650,Music of U S,M W,3-430PM,24,22,MUSICOL-650
"Music, Theatre & Dance",13249,Musicology,MUSICOL,239,History of Music,M W,830-930AM,17,10,MUSICOL-239
"Music, Theatre & Dance",13239,Musicology,MUSICOL,139,Intro to Mus,M W,930-1030AM,23,16,MUSICOL-139
"Music, Theatre & Dance",30755,Musicology,MUSICOL,123,Intro Popular Music,M W F,11-12PM,28,25,MUSICOL-123
"Music, Theatre & Dance",18866,Musicology,MUSICOL,423,20th C Music,T TH,10-1130AM,17,16,MUSICOL-423
"Music, Theatre & Dance",18867,Musicology,MUSICOL,523,20th C Music,T TH,10-1130AM,28,21,MUSICOL-523
"Music, Theatre & Dance",27822,Musicology,MUSICOL,413,Topics Early Opera,T TH,1130-1PM,20,19,MUSICOL-413
"Music, Theatre & Dance",27825,Musicology,MUSICOL,513,Early Hist of Opera,T TH,1130-1PM,23,14,MUSICOL-513
"Music, Theatre & Dance",25757,Musicology,MUSICOL,345,History of Music,T TH,1-230PM,10,6,MUSICOL-345
"Music, Theatre & Dance",13735,Musicology,MUSICOL,501,Intro Grad Study,T TH,1-230PM,10,5,MUSICOL-501
"Music, Theatre & Dance",34852,Musicology,MUSICOL,405,Special Course,T TH,2-330PM,22,16,MUSICOL-405
"Music, Theatre & Dance",34853,Musicology,MUSICOL,505,Special Course,T TH,2-330PM,24,20,MUSICOL-505
"Music, Theatre & Dance",34854,Musicology,MUSICOL,503,Mus Bibliogr,T TH,830-10AM,17,16,MUSICOL-503
"Music, Theatre & Dance",31013,Musicology,MUSICOL,605,Special Course,W,830-1130AM,20,16,MUSICOL-605
"Music, Theatre & Dance",13299,Opera,OPERA,455,Repertory & Prod,M T TH F,430-7PM,16,11,OPERA-455
"Music, Theatre & Dance",13302,Opera,OPERA,555,Repertory&Productn,M T TH F,430-7PM,25,22,OPERA-555
"Music, Theatre & Dance",13298,Opera,OPERA,450,Opera Wkshp II,M W,230-430PM,26,26,OPERA-450
"Music, Theatre & Dance",18883,Opera,OPERA,340,Opera Wkshp I,T TH,1030-1230PM,14,10,OPERA-340
"Music, Theatre & Dance",13300,Opera,OPERA,540,Opera Wkshp I,T TH,1230-230PM,29,21,OPERA-540
"Music, Theatre & Dance",13301,Opera,OPERA,550,Opera Wkshp II,T TH,230-430PM,20,19,OPERA-550
"Music, Theatre & Dance",29151,Performing Arts & Technology,PAT,220,Songwriting Workshop,F,1230-230PM,15,11,PAT-220
"Music, Theatre & Dance",17039,Performing Arts & Technology,PAT,280,Sound Reinforcement,F,130-3PM,25,18,PAT-280
"Music, Theatre & Dance",29150,Performing Arts & Technology,PAT,400,PAT Seminar,F,3-430PM,16,11,PAT-400
"Music, Theatre & Dance",25180,Performing Arts & Technology,PAT,412,Digital Mus Ensemble,M W,1030-1230PM,28,28,PAT-412
"Music, Theatre & Dance",25338,Performing Arts & Technology,PAT,512,Interdiscip Collab I,M W,1030-1230PM,25,16,PAT-512
"Music, Theatre & Dance",13306,Performing Arts & Technology,PAT,202,Computer Music,M W,1230-2PM,17,10,PAT-202
"Music, Theatre & Dance",34991,Performing Arts & Technology,PAT,443,Immersive Media,M W,1230-2PM,27,27,PAT-443
"Music, Theatre & Dance",34992,Performing Arts & Technology,PAT,543,Immersive Media,M W,1230-2PM,16,9,PAT-543
"Music, Theatre & Dance",31000,Performing Arts & Technology,PAT,313,Art of Elec Music,M W,1-230PM,20,17,PAT-313
"Music, Theatre & Dance",26307,Performing Arts & Technology,PAT,462,Digital Sound Synth,M W,2-330PM,16,10,PAT-462
"Music, Theatre & Dance",26308,Performing Arts & Technology,PAT,562,Digital Sound Synth,M W,2-330PM,19,11,PAT-562
"Music, Theatre & Dance",13307,Performing Arts & Technology,PAT,331,Sound Record Prod I,M W,3-430PM,20,19,PAT-331
"Music, Theatre & Dance",20008,Performing Arts & Technology,PAT,101,Frsh Sem Media Arts,M W,9-1030AM,12,7,PAT-101
"Music, Theatre & Dance",32925,Performing Arts & Technology,PAT,200,Intro Elec Mus Prod,M W,9-1030AM,11,6,PAT-200
"Music, Theatre & Dance",16891,Performing Arts & Technology,PAT,431,Studio Production I,T,10-1PM,13,10,PAT-431
"Music, Theatre & Dance",17806,Performing Arts & Technology,PAT,531,Studio Production I,T,10-1PM,20,16,PAT-531
"Music, Theatre & Dance",27834,Performing Arts & Technology,PAT,413,Elec Chamb Mus,T,6-9PM,10,4,PAT-413
"Music, Theatre & Dance",27838,Performing Arts & Technology,PAT,555,Elec Chamb Mus,T,6-9PM,23,19,PAT-555
"Music, Theatre & Dance",13304,Performing Arts & Technology,PAT,201,Intro to Comp Mus,T TH,1-230PM,16,15,PAT-201
"Music, Theatre & Dance",26916,Performing Arts & Technology,PAT,501,Intr to Computer Mus,T TH,1-230PM,14,14,PAT-501
"Music, Theatre & Dance",25238,Performing Arts & Technology,PAT,451,Int Media Des I,T TH,230-4PM,27,23,PAT-451
"Music, Theatre & Dance",25239,Performing Arts & Technology,PAT,551,Int Media Des I,T TH,230-4PM,29,20,PAT-551
"Music, Theatre & Dance",33246,Performing Arts & Technology,PAT,421,Adv Psychoacoustics,T TH,4-530PM,26,22,PAT-421
"Music, Theatre & Dance",33247,Performing Arts & Technology,PAT,521,Adv Psychoacoustics,T TH,4-530PM,27,26,PAT-521
"Music, Theatre & Dance",25761,Performing Arts & Technology,PAT,305,Video Game Music,T TH,4-5PM,22,13,PAT-305
"Music, Theatre & Dance",31001,Performing Arts & Technology,PAT,441,Making Music on Film,TH,9-12PM,17,13,PAT-441
"Music, Theatre & Dance",31005,Performing Arts & Technology,PAT,541,Making Music on Film,TH,9-12PM,17,9,PAT-541
"Music, Theatre & Dance",31006,Piano Literature and Pedagogy,PIANOLP,591,Suites & Char Pieces,M W,1230-130PM,18,18,PIANOLP-591
"Music, Theatre & Dance",13315,Piano Literature and Pedagogy,PIANOLP,581,Piano Pedag-Intermd,M W,130-3PM,18,11,PIANOLP-581
"Music, Theatre & Dance",23126,Piano Literature and Pedagogy,PIANOLP,401,Piano Technology,T TH,130-230PM,12,12,PIANOLP-401
"Music, Theatre & Dance",23127,Piano Literature and Pedagogy,PIANOLP,501,Piano Technology,T TH,130-230PM,22,22,PIANOLP-501
"Music, Theatre & Dance",35101,Piano Literature and Pedagogy,PIANOLP,489,20th C Piano Lit,T TH,230-330PM,15,13,PIANOLP-489
